20922,A4,E40,488,405,501,770,13,365,W?ZE? TARN?W ZACH?D-W?ZE? TARN?W P?NOC ,18041,41,12379,1918,414,3145,144,0,0,12,116
81625,A4,E40,501,770,530,45,28,275,W?ZE? TARN?W P?NOC-W?ZE? D?BICA ZACH?D ,15349,32,11412,1488,381,1912,124,0,0,18,117
81626,A4,E40,530,45,537,32,6,987,W?ZE? D?BICA ZACH?D-W?ZE? D?BICA WSCH?D ,14969,33,11254,1277,438,1825,142,0,54,18,118
81621,A4,E40,537,32,552,202,15,17,W?ZE? D?BICA WSCH?D-W?ZE? S?DZISZ?W ,15664,35,11786,1562,357,1790,134,0,66,18,119
81622,A4,E40,552,202,570,953,18,751,W?ZE? S?DZISZ?W-W?ZE? RZESZ?W ZACH?D ,15755,42,12033,1328,509,1730,113,0,26,18,120
81623,A4,E40/E371,570,953,574,465,3,512,W?ZE? RZESZ?W ZACH?D-W?ZE? RZESZ?W P?NOC ,12507,35,8767,1398,486,1759,62,0,42,18,121
81624,A4,E40,574,465,580,868,6,403,W?ZE? RZESZ?W P?NOC-W?ZE? RZESZ?W WSCH?D ,14204,42,10362,1508,419,1818,55,0,84,18,122
81511,A4,E40,622,348,631,46,8,698,W?ZE? JAROS?AW ZACH?D -W?ZE? JAROS?AW WSCH?D ,3551,11,2571,369,125,427,48,0,0,18,123
81512,A4,E40,631,46,646,930,15,884,W?ZE? JAROS?AW WSCH?D -W?ZE? PRZEMY?L ,4008,12,3018,385,89,449,54,1,0,18,124
81513,A4,E40,646,930,666,163,19,233,W?ZE? PRZEMY?L -W?ZE? KORCZOWA ,1889,7,1347,141,31,327,36,0,0,18,125
81514,A4,E40,666,163,669,494,3,331,W?ZE? KORCZOWA -GRANICA PA?STWA ,3546,65,2855,158,23,398,47,0,0,18,126
60714,A6,E28,0,0,2,418,2,418,GR.PA?STWA-KO?BASKOWO ,9524,17,6367,673,282,2129,56,0,0,32,127
60715,A6,E28,2,418,9,323,6,905,KO?BASKOWO-RADZISZEWO ,14732,26,9085,1799,619,3173,30,0,0,32,128
60719,A6,E28,9,323,11,20,1,697,RADZISZEWO-SZCZECIN KLUCZ ,16033,38,11058,2122,336,2456,23,0,0,32,129
60720,A6,E28/E65,11,20,15,300,4,280,SZCZECIN KLUCZ-SZCZECIN PODJUCHY ,23522,65,17593,1774,552,3450,88,0,0,32,130
60716,A6,E28/E65,15,300,21,608,6,308,SZCZECIN PODJUCHY-SZCZECIN KIJEWO ,26531,72,19643,2460,629,3652,75,0,0,32,131
60722,A6,E28/E65,21,608,25,271,3,663,SZCZECIN D?BIE-SZCZECIN KIJEWO ,32330,100,25554,2829,487,3252,108,0,0,32,132
30221,A8e,E67,6,497,8,981,2,484,W?ZE? WROC?AW PO?UDNIE /DK A4/-W?ZE? WROC?AW ZACH?D /DW347/ ,56379,143,39913,5020,2048,9128,127,0,0,2,133
30222,A8e,E67,8,981,13,206,4,225,W?ZE? WROC?AW ZACH?D /DW347/-W?ZE? WROC?AW LOTNISKO /GRANICZNA/ ,59528,140,42902,5510,1774,9081,121,0,0,2,134
30223,A8e,E67,13,206,16,386,3,180,W?ZE? WROC?AW LOTNISKO /GRANICZNA/-W?ZE? WROC?AW STADION /DK 94/ ,54402,109,38297,4968,1849,9068,110,1,0,2,135
30727,A8e,E67,16,386,24,18,7,632,W?ZE? WROC?AW STADION /DK 94/-W?ZE? WROC?AW P?NOC /DK 5/ ,50210,123,34065,5384,2068,8477,93,0,0,2,136
30728,A8e,E67,24,18,29,219,5,201,W?ZE? WROC?AW P?NOC /DK 5/-W?ZE? WROC?AW PSIE POLE /DK S8 i 98/ ,38925,92,26988,3957,1432,6373,83,0,0,2,137
30301,A18,E36,70,878,76,469,5,591,W?ZE? GOLNICE /DW297/-W?ZE? KRZY?OWA /DK A4/ ,9296,11,4895,932,277,3129,52,0,0,2,138
91401,1,E75,362,927,366,948,4,21,??D?-RZG?W ,41226,158,32223,3283,921,4324,310,7,88,10,139
91819,1,E75,366,948,369,919,2,971,RZG?W-W?ZE? RZG?W ,39959,158,29808,3772,1084,4904,230,3,40,10,140
91402,1,E75/E67,369,919,375,120,5,201,W?ZE? RZG?W-TUSZYN ,42695,165,30692,3132,1365,7095,244,2,48,10,141
91403,1,E75/E67,375,120,382,333,7,213,TUSZYN-SKRZ. Z DROGA A1 ,32645,82,21349,2829,1171,7025,186,3,9,10,142
91501,1,E75,399,837,423,10,23,173,ROKSZYCE-KAMIE?SK ,34310,69,20443,2972,1639,9010,177,0,1,10,143
91502,1,E75,423,10,439,898,16,888,KAMIE?SK-?ADZICE ,32323,54,18658,3396,1365,8668,181,1,1,10,144
91503,1,E75,439,898,447,396,7,498,?ADZICE-SZCZEPOCICE ,34813,66,19226,3587,2542,9199,193,0,2,10,145
40201,1,E75,447,396,451,913,4,517,SZCZEPOCICE-KRUSZYNA ,34075,66,21309,2771,1015,8747,167,0,5,24,146
40202,1,E75,451,913,466,404,14,491,KRUSZYNA-CZ?STOCHOWA ,35414,65,22523,2960,945,8749,172,0,1,24,147
40203,1,E75,481,745,487,899,6,154,CZ?STOCHOWA-POCZESNA ,48493,128,33707,4237,1373,8776,270,2,28,24,148
40204,1,E75,487,899,500,694,12,795,POCZESNA-KOZIEG?OWY ,41022,101,26722,3699,1319,8928,252,1,91,24,149
40205,1,E75,500,694,511,240,10,546,KOZIEG?OWY-SIEWIERZ ,38668,88,24559,3567,1305,8937,210,2,3,24,150
